Case,Ih1,Ih2,tao11,tao21,tao12,tao22,n1,n2,X0,Y0
1.00E0,6.74E4,0.00E0,7.94E-7,5.00E-5,0.00E0,0.00E0,4,0
2.00E0,6.34E4,0.00E0,2.47E-6,5.00E-5,0.00E0,0.00E0,4,0
3.00E0,2.43E4,0.00E0,7.73E-7,5.00E-5,0.00E0,0.00E0,4,0
4.00E0,3.45E4,0.00E0,1.14E-6,5.00E-5,0.00E0,0.00E0,4,0
5.00E0,2.68E4,0.00E0,1.80E-6,5.00E-5,0.00E0,0.00E0,4,0
6.00E0,9.11E4,0.00E0,1.25E-6,5.00E-5,0.00E0,0.00E0,4,0
7.00E0,3.79E4,0.00E0,2.59E-6,5.00E-5,0.00E0,0.00E0,4,0
8.00E0,5.11E4,0.00E0,4.85E-7,5.00E-5,0.00E0,0.00E0,4,0
9.00E0,3.93E4,0.00E0,1.31E-6,5.00E-5,0.00E0,0.00E0,4,0
1.00E1,2.15E4,0.00E0,2.10E-6,5.00E-5,0.00E0,0.00E0,4,0
1.10E1,4.25E4,0.00E0,6.97E-7,5.00E-5,0.00E0,0.00E0,4,0
1.20E1,3.12E4,0.00E0,1.18E-6,5.00E-5,0.00E0,0.00E0,4,0
1.30E1,4.93E4,0.00E0,1.81E-6,5.00E-5,0.00E0,0.00E0,4,0
1.40E1,6.02E4,0.00E0,1.92E-6,5.00E-5,0.00E0,0.00E0,4,0
1.50E1,3.97E3,0.00E0,1.43E-7,5.00E-5,0.00E0,0.00E0,4,0
1.60E1,7.41E4,0.00E0,1.65E-6,5.00E-5,0.00E0,0.00E0,4,0
1.70E1,3.21E4,0.00E0,2.73E-6,5.00E-5,0.00E0,0.00E0,4,0
1.80E1,5.10E4,0.00E0,2.93E-6,5.00E-5,0.00E0,0.00E0,4,0
1.90E1,1.81E4,0.00E0,1.55E-6,5.00E-5,0.00E0,0.00E0,4,0
2.00E1,2.77E4,0.00E0,2.02E-6,5.00E-5,0.00E0,0.00E0,4,0
2.10E1,8.00E4,0.00E0,1.26E-6,5.00E-5,0.00E0,0.00E0,4,0
2.20E1,8.12E4,0.00E0,9.67E-6,5.00E-5,0.00E0,0.00E0,4,0
2.30E1,2.77E4,0.00E0,2.38E-6,5.00E-5,0.00E0,0.00E0,4,0
2.40E1,3.03E4,0.00E0,1.33E-6,5.00E-5,0.00E0,0.00E0,4,0
2.50E1,5.04E4,0.00E0,1.70E-6,5.00E-5,0.00E0,0.00E0,4,0
2.60E1,1.01E4,0.00E0,1.37E-6,5.00E-5,0.00E0,0.00E0,4,0
2.70E1,8.19E3,0.00E0,9.77E-7,5.00E-5,0.00E0,0.00E0,4,0
2.80E1,4.45E4,0.00E0,8.55E-7,5.00E-5,0.00E0,0.00E0,4,0
2.90E1,1.75E4,0.00E0,6.61E-7,5.00E-5,0.00E0,0.00E0,4,0
3.00E1,1.01E4,0.00E0,4.03E-7,5.00E-5,0.00E0,0.00E0,4,0
3.10E1,4.30E3,0.00E0,4.37E-7,5.00E-5,0.00E0,0.00E0,4,0
3.20E1,2.01E4,0.00E0,6.82E-7,5.00E-5,0.00E0,0.00E0,4,0
3.30E1,7.03E4,0.00E0,2.02E-6,5.00E-5,0.00E0,0.00E0,4,0
3.40E1,1.08E5,0.00E0,1.73E-6,5.00E-5,0.00E0,0.00E0,4,0
3.50E1,2.72E4,0.00E0,8.95E-7,5.00E-5,0.00E0,0.00E0,4,0
3.60E1,2.87E4,0.00E0,1.94E-6,5.00E-5,0.00E0,0.00E0,4,0
3.70E1,3.22E4,0.00E0,1.08E-6,5.00E-5,0.00E0,0.00E0,4,0
3.80E1,2.69E4,0.00E0,5.82E-7,5.00E-5,0.00E0,0.00E0,4,0
3.90E1,1.21E4,0.00E0,7.10E-7,5.00E-5,0.00E0,0.00E0,4,0
4.00E1,1.26E5,0.00E0,5.97E-6,5.00E-5,0.00E0,0.00E0,4,0
4.10E1,3.32E4,0.00E0,3.05E-6,5.00E-5,0.00E0,0.00E0,4,0
4.20E1,4.18E3,0.00E0,6.90E-7,5.00E-5,0.00E0,0.00E0,4,0
4.30E1,1.34E4,0.00E0,2.55E-6,5.00E-5,0.00E0,0.00E0,4,0
4.40E1,7.59E4,0.00E0,2.98E-7,5.00E-5,0.00E0,0.00E0,4,0
4.50E1,5.04E4,0.00E0,1.82E-6,5.00E-5,0.00E0,0.00E0,4,0
4.60E1,1.66E4,0.00E0,2.01E-6,5.00E-5,0.00E0,0.00E0,4,0
4.70E1,2.08E4,0.00E0,1.02E-6,5.00E-5,0.00E0,0.00E0,4,0
4.80E1,4.31E4,0.00E0,9.78E-7,5.00E-5,0.00E0,0.00E0,4,0
4.90E1,3.49E4,0.00E0,1.12E-6,5.00E-5,0.00E0,0.00E0,4,0
5.00E1,3.46E4,0.00E0,9.07E-7,5.00E-5,0.00E0,0.00E0,4,0
5.10E1,7.62E3,0.00E0,4.20E-7,5.00E-5,0.00E0,0.00E0,4,0
5.20E1,4.80E4,0.00E0,1.58E-6,5.00E-5,0.00E0,0.00E0,4,0
5.30E1,2.12E4,0.00E0,7.91E-7,5.00E-5,0.00E0,0.00E0,4,0
5.40E1,3.04E4,0.00E0,2.79E-6,5.00E-5,0.00E0,0.00E0,4,0
5.50E1,3.67E4,0.00E0,1.33E-6,5.00E-5,0.00E0,0.00E0,4,0
